"state","county","precinct","office","candidate","party","votes"
"Alabama","DeKalb","MENTONE TOWN HALL","COURT OF CRIMINAL APPEALS JUDGE, PLACE 2","Chris McCool","Republican",582
"Alabama","DeKalb","MENTONE TOWN HALL","COURT OF CRIMINAL APPEALS JUDGE, PLACE 2","Write-In","No party",5
"Alabama","DeKalb","MENTONE TOWN HALL","COURT OF CRIMINAL APPEALS JUDGE, PLACE 3","Bill Cole","Republican",583
"Alabama","DeKalb","MENTONE TOWN HALL","COURT OF CRIMINAL APPEALS JUDGE, PLACE 3","Write-In","No party",5
"Alabama","DeKalb","MENTONE TOWN HALL","PUBLIC SERVICE COMMISSION, PLACE 1","Cara Y. McClure","Democratic",197
"Alabama","DeKalb","MENTONE TOWN HALL","PUBLIC SERVICE COMMISSION, PLACE 1","Jeremy H. Oden","Republican",565
"Alabama","DeKalb","MENTONE TOWN HALL","PUBLIC SERVICE COMMISSION, PLACE 1","Write-In","No party",0
"Alabama","DeKalb","MENTONE TOWN HALL","PUBLIC SERVICE COMMISSION, PLACE 2","Kari Powell","Democratic",202
"Alabama","DeKalb","MENTONE TOWN HALL","PUBLIC SERVICE COMMISSION, PLACE 2","Chris ""Chip"" Beeker Jr.","Republican",558
"Alabama","DeKalb","MENTONE TOWN HALL","PUBLIC SERVICE COMMISSION, PLACE 2","Write-In","No party",0
"Alabama","DeKalb","MENTONE TOWN HALL","STATE BOARD OF EDUCATION MEMBER DISTRICT 6","Cynthia McCarty","Republican",46
"Alabama","DeKalb","MENTONE TOWN HALL","STATE BOARD OF EDUCATION MEMBER DISTRICT 6","Write-In","No party",0
"Alabama","DeKalb","MENTONE TOWN HALL","STATE BOARD OF EDUCATION MEMBER DISTRICT 8","Jessica Fortune Barker","Democratic",182
"Alabama","DeKalb","MENTONE TOWN HALL","STATE BOARD OF EDUCATION MEMBER DISTRICT 8","Wayne Reynolds","Republican",513
"Alabama","DeKalb","MENTONE TOWN HALL","STATE BOARD OF EDUCATION MEMBER DISTRICT 8","Write-In","No party",1
"Alabama","DeKalb","MENTONE TOWN HALL","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 1","Shaunathan Bell","Republican",599
"Alabama","DeKalb","MENTONE TOWN HALL","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 1","Write-In","No party",7
"Alabama","DeKalb","MENTONE TOWN HALL","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 2","Andrew Hairston","Republican",604
"Alabama","DeKalb","MENTONE TOWN HALL","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 2","Write-In","No party",7
"Alabama","DeKalb","MENTONE TOWN HALL","STATE SENATOR, DISTRICT 8","Steve Livingston","Republican",605
"Alabama","DeKalb","MENTONE TOWN HALL","STATE SENATOR, DISTRICT 8","Write-In","No party",7
"Alabama","DeKalb","MENTONE TOWN HALL","STATE REPRESENTATIVE, DISTRICT 24","Nathaniel Ledbetter","Republican",607
"Alabama","DeKalb","MENTONE TOWN HALL","STATE REPRESENTATIVE, DISTRICT 24","Write-In","No party",8
"Alabama","DeKalb","MENTONE TOWN HALL","PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1)","Yes - Statewide Amendment No. 1","No party",549
"Alabama","DeKalb","MENTONE TOWN HALL","PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1)","No - Statewide Amendment No. 1","No party",194
"Alabama","DeKalb","MENTONE TOWN HALL","PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2)","Yes - Statewide Amendment No. 2","No party",486
"Alabama","DeKalb","MENTONE TOWN HALL","PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2)","No - Statewide Amendment No. 2","No party",265
"Alabama","DeKalb","MENTONE TOWN HALL","PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3)","Yes - Statewide Amendment No. 3","No party",396
"Alabama","DeKalb","MENTONE TOWN HALL","PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3)","No - Statewide Amendment No. 3","No party",257
"Alabama","DeKalb","MENTONE TOWN HALL","PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4)","Yes -Statewide Amendment No. 4","No party",517
"Alabama","DeKalb","MENTONE TOWN HALL","PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4)","No - Statewide Amendment No. 4","No party",196
"Alabama","DeKalb","MENTONE TOWN HALL","CIRCUIT CLERK, DeKALB COUNTY","Pam Bailey Simpson","Democratic",283
"Alabama","DeKalb","MENTONE TOWN HALL","CIRCUIT CLERK, DeKALB COUNTY","Todd Greeson","Republican",502
"Alabama","DeKalb","MENTONE TOWN HALL","CIRCUIT CLERK, DeKALB COUNTY","Write-In","No party",0
"Alabama","DeKalb","MENTONE TOWN HALL","DeKALB COUNTY JUDGE OF PROBATE","Ronnie Osborn","Republican",605
"Alabama","DeKalb","MENTONE TOWN HALL","DeKALB COUNTY JUDGE OF PROBATE","Write-In","No party",6
"Alabama","DeKalb","MENTONE TOWN HALL","PRESIDENT, DeKALB COUNTY COMMISSION","Ben Johnston","Democratic",206
"Alabama","DeKalb","MENTONE TOWN HALL","PRESIDENT, DeKALB COUNTY COMMISSION","Ricky Harcrow","Republican",569
"Alabama","DeKalb","MENTONE TOWN HALL","PRESIDENT, DeKALB COUNTY COMMISSION","Write-In","No party",0
"Alabama","DeKalb","MENTONE TOWN HALL","DeKALB COUNTY SHERIFF","John Baker","Democratic",167
"Alabama","DeKalb","MENTONE TOWN HALL","DeKALB COUNTY SHERIFF","Nick Welden","Republican",612
"Alabama","DeKalb","MENTONE TOWN HALL","DeKALB COUNTY SHERIFF","Write-In","No party",1
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","STRAIGHT PARTY","Alabama Democratic Party","Democratic",20
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","STRAIGHT PARTY","Alabama Republican Party","Republican",117
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Lee Auman","Democratic",41
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Robert Aderholt","Republican",206
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Write-In","No party",0
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","GOVERNOR","Walt Maddox","Democratic",50
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","GOVERNOR","Kay Ivey","Republican",198
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","GOVERNOR","Write-In","No party",1
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","LIEUTENANT GOVERNOR","Will Boyd","Democratic",38
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","LIEUTENANT GOVERNOR","Will Ainsworth","Republican",208
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","LIEUTENANT GOVERNOR","Write-In","No party",1
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","ATTORNEY GENERAL","Joseph Siegelman","Democratic",46
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","ATTORNEY GENERAL","Steve Marshall","Republican",201
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","ATTORNEY GENERAL","Write-In","No party",1
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","CHIEF JUSTICE OF THE SUPREME COURT","Bob Vance, Jr.","Democratic",53
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","CHIEF JUSTICE OF THE SUPREME COURT","Tom Parker","Republican",189
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","CHIEF JUSTICE OF THE SUPREME COURT","Write-In","No party",0
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1","Sarah Hicks Stewart","Republican",207
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1","Write-In","No party",3
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2","Tommy Bryan","Republican",206
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2","Write-In","No party",2
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 3","Will Sellers","Republican",207
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 3","Write-In","No party",2
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Donna Wesson Smalley","Democratic",46
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Jay Mitchell","Republican",192
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Write-In","No party",0
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","STATE TREASURER","John McMillan","Republican",204
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","STATE TREASURER","Write-In","No party",3
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","COMMISSIONER OF AGRICULTURE AND INDUSTRIES","Rick Pate","Republican",205
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","COMMISSIONER OF AGRICULTURE AND INDUSTRIES","Write-In","No party",2
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","SECRETARY OF STATE","Heather Milam","Democratic",43
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","SECRETARY OF STATE","John H. Merrill","Republican",198
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","SECRETARY OF STATE","Write-In","No party",0
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","STATE AUDITOR","Miranda Karrine Joseph","Democratic",46
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","STATE AUDITOR","Jim Zeigler","Republican",195
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","STATE AUDITOR","Write-In","No party",0
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","COURT OF CIVIL APPEALS JUDGE, PLACE 1","Christy Olinger Edwards","Republican",204
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","COURT OF CIVIL APPEALS JUDGE, PLACE 1","Write-In","No party",3
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","COURT OF CIVIL APPEALS JUDGE, PLACE 2","Chad Hanson","Republican",204
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","COURT OF CIVIL APPEALS JUDGE, PLACE 2","Write-In","No party",3
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","COURT OF CIVIL APPEALS JUDGE, PLACE 3","Terry A. Moore","Republican",202
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","COURT OF CIVIL APPEALS JUDGE, PLACE 3","Write-In","No party",3
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","COURT OF CRIMINAL APPEALS JUDGE, PLACE 1","Richard Minor","Republican",204
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","COURT OF CRIMINAL APPEALS JUDGE, PLACE 1","Write-In","No party",3
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","COURT OF CRIMINAL APPEALS JUDGE, PLACE 2","Chris McCool","Republican",204
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","COURT OF CRIMINAL APPEALS JUDGE, PLACE 2","Write-In","No party",3
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","COURT OF CRIMINAL APPEALS JUDGE, PLACE 3","Bill Cole","Republican",204
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","COURT OF CRIMINAL APPEALS JUDGE, PLACE 3","Write-In","No party",3
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","PUBLIC SERVICE COMMISSION, PLACE 1","Cara Y. McClure","Democratic",48
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","PUBLIC SERVICE COMMISSION, PLACE 1","Jeremy H. Oden","Republican",192
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","PUBLIC SERVICE COMMISSION, PLACE 1","Write-In","No party",0
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","PUBLIC SERVICE COMMISSION, PLACE 2","Kari Powell","Democratic",45
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","PUBLIC SERVICE COMMISSION, PLACE 2","Chris ""Chip"" Beeker Jr.","Republican",192
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","PUBLIC SERVICE COMMISSION, PLACE 2","Write-In","No party",1
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","STATE BOARD OF EDUCATION MEMBER DISTRICT 8","Jessica Fortune Barker","Democratic",51
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","STATE BOARD OF EDUCATION MEMBER DISTRICT 8","Wayne Reynolds","Republican",187
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","STATE BOARD OF EDUCATION MEMBER DISTRICT 8","Write-In","No party",1
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 1","Shaunathan Bell","Republican",207
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 1","Write-In","No party",4
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 2","Andrew Hairston","Republican",208
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 2","Write-In","No party",3
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","STATE SENATOR, DISTRICT 9","Clay Scofield","Republican",210
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","STATE SENATOR, DISTRICT 9","Write-In","No party",4
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","STATE REPRESENTATIVE, DISTRICT 26","Kerry Rich","Republican",209
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","STATE REPRESENTATIVE, DISTRICT 26","Write-In","No party",4
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","STATE REPRESENTATIVE, DISTRICT 29","Jared Millican","Democratic",0
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","STATE REPRESENTATIVE, DISTRICT 29","Becky Nordgren","Republican",0
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","STATE REPRESENTATIVE, DISTRICT 29","Write-In","No party",0
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1)","Yes - Statewide Amendment No. 1","No party",210
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1)","No - Statewide Amendment No. 1","No party",24
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2)","Yes - Statewide Amendment No. 2","No party",175
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2)","No - Statewide Amendment No. 2","No party",65
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3)","Yes - Statewide Amendment No. 3","No party",134
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3)","No - Statewide Amendment No. 3","No party",70
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4)","Yes -Statewide Amendment No. 4","No party",173
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4)","No - Statewide Amendment No. 4","No party",46
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","CIRCUIT CLERK, DeKALB COUNTY","Pam Bailey Simpson","Democratic",78
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","CIRCUIT CLERK, DeKALB COUNTY","Todd Greeson","Republican",164
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","CIRCUIT CLERK, DeKALB COUNTY","Write-In","No party",0
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","DeKALB COUNTY JUDGE OF PROBATE","Ronnie Osborn","Republican",210
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","DeKALB COUNTY JUDGE OF PROBATE","Write-In","No party",3
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","PRESIDENT, DeKALB COUNTY COMMISSION","Ben Johnston","Democratic",70
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","PRESIDENT, DeKALB COUNTY COMMISSION","Ricky Harcrow","Republican",171
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","PRESIDENT, DeKALB COUNTY COMMISSION","Write-In","No party",0
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","DeKALB COUNTY SHERIFF","John Baker","Democratic",80
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","DeKALB COUNTY SHERIFF","Nick Welden","Republican",161
"Alabama","DeKalb","PAINTER-LIBERTY BAPTIST","DeKALB COUNTY SHERIFF","Write-In","No party",1
"Alabama","DeKalb","PAYNE GAP CHURCH","STRAIGHT PARTY","Alabama Democratic Party","Democratic",17
"Alabama","DeKalb","PAYNE GAP CHURCH","STRAIGHT PARTY","Alabama Republican Party","Republican",224
"Alabama","DeKalb","PAYNE GAP CHURCH","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Lee Auman","Democratic",33
"Alabama","DeKalb","PAYNE GAP CHURCH","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Robert Aderholt","Republican",287
"Alabama","DeKalb","PAYNE GAP CHURCH","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Write-In","No party",2
"Alabama","DeKalb","PAYNE GAP CHURCH","GOVERNOR","Walt Maddox","Democratic",33
"Alabama","DeKalb","PAYNE GAP CHURCH","GOVERNOR","Kay Ivey","Republican",292
"Alabama","DeKalb","PAYNE GAP CHURCH","GOVERNOR","Write-In","No party",0
"Alabama","DeKalb","PAYNE GAP CHURCH","LIEUTENANT GOVERNOR","Will Boyd","Democratic",36
"Alabama","DeKalb","PAYNE GAP CHURCH","LIEUTENANT GOVERNOR","Will Ainsworth","Republican",280
"Alabama","DeKalb","PAYNE GAP CHURCH","LIEUTENANT GOVERNOR","Write-In","No party",0
"Alabama","DeKalb","PAYNE GAP CHURCH","ATTORNEY GENERAL","Joseph Siegelman","Democratic",38
"Alabama","DeKalb","PAYNE GAP CHURCH","ATTORNEY GENERAL","Steve Marshall","Republican",279
"Alabama","DeKalb","PAYNE GAP CHURCH","ATTORNEY GENERAL","Write-In","No party",0
"Alabama","DeKalb","PAYNE GAP CHURCH","CHIEF JUSTICE OF THE SUPREME COURT","Bob Vance, Jr.","Democratic",34
"Alabama","DeKalb","PAYNE GAP CHURCH","CHIEF JUSTICE OF THE SUPREME COURT","Tom Parker","Republican",282
"Alabama","DeKalb","PAYNE GAP CHURCH","CHIEF JUSTICE OF THE SUPREME COURT","Write-In","No party",0
"Alabama","DeKalb","PAYNE GAP CHURCH","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1","Sarah Hicks Stewart","Republican",288
"Alabama","DeKalb","PAYNE GAP CHURCH","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1","Write-In","No party",1
"Alabama","DeKalb","PAYNE GAP CHURCH","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2","Tommy Bryan","Republican",287
"Alabama","DeKalb","PAYNE GAP CHURCH","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2","Write-In","No party",1
"Alabama","DeKalb","PAYNE GAP CHURCH","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 3","Will Sellers","Republican",287
"Alabama","DeKalb","PAYNE GAP CHURCH","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 3","Write-In","No party",1
"Alabama","DeKalb","PAYNE GAP CHURCH","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Donna Wesson Smalley","Democratic",35
"Alabama","DeKalb","PAYNE GAP CHURCH","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Jay Mitchell","Republican",279
"Alabama","DeKalb","PAYNE GAP CHURCH","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Write-In","No party",0
"Alabama","DeKalb","PAYNE GAP CHURCH","STATE TREASURER","John McMillan","Republican",285
"Alabama","DeKalb","PAYNE GAP CHURCH","STATE TREASURER","Write-In","No party",1
"Alabama","DeKalb","PAYNE GAP CHURCH","COMMISSIONER OF AGRICULTURE AND INDUSTRIES","Rick Pate","Republican",286
"Alabama","DeKalb","PAYNE GAP CHURCH","COMMISSIONER OF AGRICULTURE AND INDUSTRIES","Write-In","No party",1
"Alabama","DeKalb","PAYNE GAP CHURCH","SECRETARY OF STATE","Heather Milam","Democratic",31
"Alabama","DeKalb","PAYNE GAP CHURCH","SECRETARY OF STATE","John H. Merrill","Republican",285
"Alabama","DeKalb","PAYNE GAP CHURCH","SECRETARY OF STATE","Write-In","No party",0
"Alabama","DeKalb","PAYNE GAP CHURCH","STATE AUDITOR","Miranda Karrine Joseph","Democratic",34
"Alabama","DeKalb","PAYNE GAP CHURCH","STATE AUDITOR","Jim Zeigler","Republican",281
"Alabama","DeKalb","PAYNE GAP CHURCH","STATE AUDITOR","Write-In","No party",0
"Alabama","DeKalb","PAYNE GAP CHURCH","COURT OF CIVIL APPEALS JUDGE, PLACE 1","Christy Olinger Edwards","Republican",286
"Alabama","DeKalb","PAYNE GAP CHURCH","COURT OF CIVIL APPEALS JUDGE, PLACE 1","Write-In","No party",1
"Alabama","DeKalb","PAYNE GAP CHURCH","COURT OF CIVIL APPEALS JUDGE, PLACE 2","Chad Hanson","Republican",287
"Alabama","DeKalb","PAYNE GAP CHURCH","COURT OF CIVIL APPEALS JUDGE, PLACE 2","Write-In","No party",1
"Alabama","DeKalb","PAYNE GAP CHURCH","COURT OF CIVIL APPEALS JUDGE, PLACE 3","Terry A. Moore","Republican",289
"Alabama","DeKalb","PAYNE GAP CHURCH","COURT OF CIVIL APPEALS JUDGE, PLACE 3","Write-In","No party",1
"Alabama","DeKalb","PAYNE GAP CHURCH","COURT OF CRIMINAL APPEALS JUDGE, PLACE 1","Richard Minor","Republican",287
"Alabama","DeKalb","PAYNE GAP CHURCH","COURT OF CRIMINAL APPEALS JUDGE, PLACE 1","Write-In","No party",1
"Alabama","DeKalb","PAYNE GAP CHURCH","COURT OF CRIMINAL APPEALS JUDGE, PLACE 2","Chris McCool","Republican",287
"Alabama","DeKalb","PAYNE GAP CHURCH","COURT OF CRIMINAL APPEALS JUDGE, PLACE 2","Write-In","No party",1
"Alabama","DeKalb","PAYNE GAP CHURCH","COURT OF CRIMINAL APPEALS JUDGE, PLACE 3","Bill Cole","Republican",286
"Alabama","DeKalb","PAYNE GAP CHURCH","COURT OF CRIMINAL APPEALS JUDGE, PLACE 3","Write-In","No party",1
"Alabama","DeKalb","PAYNE GAP CHURCH","PUBLIC SERVICE COMMISSION, PLACE 1","Cara Y. McClure","Democratic",37
"Alabama","DeKalb","PAYNE GAP CHURCH","PUBLIC SERVICE COMMISSION, PLACE 1","Jeremy H. Oden","Republican",278
"Alabama","DeKalb","PAYNE GAP CHURCH","PUBLIC SERVICE COMMISSION, PLACE 1","Write-In","No party",0
"Alabama","DeKalb","PAYNE GAP CHURCH","PUBLIC SERVICE COMMISSION, PLACE 2","Kari Powell","Democratic",33
"Alabama","DeKalb","PAYNE GAP CHURCH","PUBLIC SERVICE COMMISSION, PLACE 2","Chris ""Chip"" Beeker Jr.","Republican",280
"Alabama","DeKalb","PAYNE GAP CHURCH","PUBLIC SERVICE COMMISSION, PLACE 2","Write-In","No party",0
"Alabama","DeKalb","PAYNE GAP CHURCH","STATE BOARD OF EDUCATION MEMBER DISTRICT 8","Jessica Fortune Barker","Democratic",34
"Alabama","DeKalb","PAYNE GAP CHURCH","STATE BOARD OF EDUCATION MEMBER DISTRICT 8","Wayne Reynolds","Republican",281
"Alabama","DeKalb","PAYNE GAP CHURCH","STATE BOARD OF EDUCATION MEMBER DISTRICT 8","Write-In","No party",0
"Alabama","DeKalb","PAYNE GAP CHURCH","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 1","Shaunathan Bell","Republican",287
"Alabama","DeKalb","PAYNE GAP CHURCH","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 1","Write-In","No party",2
"Alabama","DeKalb","PAYNE GAP CHURCH","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 2","Andrew Hairston","Republican",289
"Alabama","DeKalb","PAYNE GAP CHURCH","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 2","Write-In","No party",2
"Alabama","DeKalb","PAYNE GAP CHURCH","STATE SENATOR, DISTRICT 8","Steve Livingston","Republican",288
"Alabama","DeKalb","PAYNE GAP CHURCH","STATE SENATOR, DISTRICT 8","Write-In","No party",1
"Alabama","DeKalb","PAYNE GAP CHURCH","STATE REPRESENTATIVE, DISTRICT 24","Nathaniel Ledbetter","Republican",291
"Alabama","DeKalb","PAYNE GAP CHURCH","STATE REPRESENTATIVE, DISTRICT 24","Write-In","No party",1
"Alabama","DeKalb","PAYNE GAP CHURCH","PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1)","Yes - Statewide Amendment No. 1","No party",272
